gene,score,adjusted_pval,sample
ENSG00000196139,72.75608,0.0,SRX17915870
ENSG00000198074,72.70228,0.0,SRX17915870
ENSG00000262814,72.07476,0.0,SRX17915870
ENSG00000127824,71.34741,0.0,SRX17915870
ENSG00000170421,69.76791,0.0,SRX17915870
ENSG00000151632,69.41489,0.0,SRX17915870
ENSG00000135480,69.26327,0.0,SRX17915870
ENSG00000111057,69.14553,0.0,SRX17915870
ENSG00000183207,69.07117,0.0,SRX17915870
ENSG00000168393,69.01176,0.0,SRX17915870
ENSG00000164611,68.82677,0.0,SRX17915870
ENSG00000176153,68.81751,0.0,SRX17915870
ENSG00000142507,68.6048,0.0,SRX17915870
ENSG00000277791,68.57692,0.0,SRX17915870
ENSG00000167085,68.513275,0.0,SRX17915870
ENSG00000188643,68.34105,0.0,SRX17915870
ENSG00000169908,68.18376,0.0,SRX17915870
ENSG00000130204,68.150406,0.0,SRX17915870
ENSG00000205426,68.02233,0.0,SRX17915870
ENSG00000167900,67.40597,0.0,SRX17915870
ENSG00000135624,67.39613,0.0,SRX17915870
ENSG00000239672,66.91347,0.0,SRX17915870
ENSG00000189159,66.838295,0.0,SRX17915870
ENSG00000167644,66.82097,0.0,SRX17915870
ENSG00000177700,66.63026,0.0,SRX17915870
ENSG00000188229,66.597305,0.0,SRX17915870
ENSG00000179091,66.48494,0.0,SRX17915870
ENSG00000106211,66.226654,0.0,SRX17915870
ENSG00000165916,66.079216,0.0,SRX17915870
ENSG00000204922,66.052925,0.0,SRX17915870
ENSG00000179271,65.9952,0.0,SRX17915870
ENSG00000125743,65.93639,0.0,SRX17915870
ENSG00000105254,65.842545,0.0,SRX17915870
ENSG00000100804,65.66622,0.0,SRX17915870
ENSG00000107223,65.63485,0.0,SRX17915870
ENSG00000072506,65.50321,0.0,SRX17915870
ENSG00000159199,65.4807,0.0,SRX17915870
ENSG00000181019,65.350105,0.0,SRX17915870
ENSG00000128626,65.334435,0.0,SRX17915870
ENSG00000213977,64.9551,0.0,SRX17915870
ENSG00000087191,64.87751,0.0,SRX17915870
ENSG00000168894,64.723366,0.0,SRX17915870
ENSG00000165092,64.63987,0.0,SRX17915870
ENSG00000145912,64.536156,0.0,SRX17915870
ENSG00000105379,64.52111,0.0,SRX17915870
ENSG00000182004,64.4233,0.0,SRX17915870
ENSG00000177156,64.17026,0.0,SRX17915870
ENSG00000162910,64.12393,0.0,SRX17915870
ENSG00000179958,64.12246,0.0,SRX17915870
ENSG00000177697,64.12004,0.0,SRX17915870
ENSG00000287001,113.313934,0.0,SRX17150748
ENSG00000105974,104.07562,0.0,SRX17150748
ENSG00000057019,103.77788,0.0,SRX17150748
ENSG00000182752,101.29688,0.0,SRX17150748
ENSG00000198959,100.249565,0.0,SRX17150748
ENSG00000106366,99.82159,0.0,SRX17150748
ENSG00000124225,96.220406,0.0,SRX17150748
ENSG00000134013,96.18668,0.0,SRX17150748
ENSG00000138119,94.62402,0.0,SRX17150748
ENSG00000255198,94.463905,0.0,SRX17150748
ENSG00000167779,94.327934,0.0,SRX17150748
ENSG00000167641,93.66117,0.0,SRX17150748
ENSG00000188153,93.50365,0.0,SRX17150748
ENSG00000135480,93.43432,0.0,SRX17150748
ENSG00000197565,92.99007,0.0,SRX17150748
ENSG00000184347,92.74141,0.0,SRX17150748
ENSG00000227036,92.130875,0.0,SRX17150748
ENSG00000148344,91.99799,0.0,SRX17150748
ENSG00000023839,91.42775,0.0,SRX17150748
ENSG00000205426,91.37555,0.0,SRX17150748
ENSG00000177469,91.314735,0.0,SRX17150748
ENSG00000041353,91.0778,0.0,SRX17150748
ENSG00000164120,91.02352,0.0,SRX17150748
ENSG00000133131,89.99022,0.0,SRX17150748
ENSG00000085662,89.64484,0.0,SRX17150748
ENSG00000099250,89.4659,0.0,SRX17150748
ENSG00000039560,88.73658,0.0,SRX17150748
ENSG00000266402,88.48841,0.0,SRX17150748
ENSG00000140416,87.56747,0.0,SRX17150748
ENSG00000148655,87.36788,0.0,SRX17150748
ENSG00000101361,87.30872,0.0,SRX17150748
ENSG00000105738,86.646965,0.0,SRX17150748
ENSG00000006327,86.336174,0.0,SRX17150748
ENSG00000136205,85.68001,0.0,SRX17150748
ENSG00000005884,85.5517,0.0,SRX17150748
ENSG00000185942,85.45524,0.0,SRX17150748
ENSG00000185215,85.36684,0.0,SRX17150748
ENSG00000164687,84.989426,0.0,SRX17150748
ENSG00000108602,84.70469,0.0,SRX17150748
ENSG00000136448,84.2374,0.0,SRX17150748
ENSG00000135919,84.00281,0.0,SRX17150748
ENSG00000276850,83.92032,0.0,SRX17150748
ENSG00000160211,83.551186,0.0,SRX17150748
ENSG00000171877,83.111,0.0,SRX17150748
ENSG00000183780,82.85948,0.0,SRX17150748
ENSG00000008394,82.661674,0.0,SRX17150748
ENSG00000228253,82.65144,0.0,SRX17150748
ENSG00000120885,81.647484,0.0,SRX17150748
ENSG00000187720,80.8289,0.0,SRX17150748
ENSG00000105281,80.45021,0.0,SRX17150748
ENSG00000176153,79.4417,0.0,SRX25289884
ENSG00000187134,76.4393,0.0,SRX25289884
ENSG00000089127,71.74772,0.0,SRX25289884
ENSG00000168955,71.124756,0.0,SRX25289884
ENSG00000162545,70.23825,0.0,SRX25289884
ENSG00000179862,68.927666,0.0,SRX25289884
ENSG00000104760,68.567955,0.0,SRX25289884
ENSG00000227471,67.80763,0.0,SRX25289884
ENSG00000275216,67.35006,0.0,SRX25289884
ENSG00000121039,66.12615,0.0,SRX25289884
ENSG00000109072,66.04734,0.0,SRX25289884
ENSG00000129007,65.6129,0.0,SRX25289884
ENSG00000196139,64.800316,0.0,SRX25289884
ENSG00000151632,63.849712,0.0,SRX25289884
ENSG00000258818,63.652885,0.0,SRX25289884
ENSG00000198732,63.583076,0.0,SRX25289884
ENSG00000198074,63.51634,0.0,SRX25289884
ENSG00000172572,63.084488,0.0,SRX25289884
ENSG00000163735,62.721695,0.0,SRX25289884
ENSG00000141542,62.61018,0.0,SRX25289884
ENSG00000143819,62.34401,0.0,SRX25289884
ENSG00000214530,61.980522,0.0,SRX25289884
ENSG00000166741,61.97964,0.0,SRX25289884
ENSG00000176907,61.730976,0.0,SRX25289884
ENSG00000214274,61.730824,0.0,SRX25289884
ENSG00000111907,61.58047,0.0,SRX25289884
ENSG00000106541,61.19994,0.0,SRX25289884
ENSG00000128311,61.01722,0.0,SRX25289884
ENSG00000183891,60.65397,0.0,SRX25289884
ENSG00000003436,60.593838,0.0,SRX25289884
ENSG00000133636,60.198547,0.0,SRX25289884
ENSG00000253944,59.982662,0.0,SRX25289884
ENSG00000135750,59.98135,0.0,SRX25289884
ENSG00000205138,59.84227,0.0,SRX25289884
ENSG00000136379,59.65085,0.0,SRX25289884
ENSG00000101255,59.430515,0.0,SRX25289884
ENSG00000272398,59.251534,0.0,SRX25289884
ENSG00000111275,59.219227,0.0,SRX25289884
ENSG00000163993,59.130306,0.0,SRX25289884
ENSG00000149380,58.8933,0.0,SRX25289884
ENSG00000176396,58.68778,0.0,SRX25289884
ENSG00000116711,58.043644,0.0,SRX25289884
ENSG00000173801,57.96998,0.0,SRX25289884
ENSG00000095739,57.92791,0.0,SRX25289884
ENSG00000173237,57.860928,0.0,SRX25289884
ENSG00000124107,57.79828,0.0,SRX25289884
ENSG00000078401,57.787712,0.0,SRX25289884
ENSG00000260027,57.60624,0.0,SRX25289884
ENSG00000108176,57.572697,0.0,SRX25289884
ENSG00000175832,57.463753,0.0,SRX25289884
ENSG00000185811,122.86401,0.0,SRX21897873
ENSG00000271503,122.73143,0.0,SRX21897873
ENSG00000152495,122.67842,0.0,SRX21897873
ENSG00000115232,122.6043,0.0,SRX21897873
ENSG00000155307,122.193146,0.0,SRX21897873
ENSG00000172673,122.0206,0.0,SRX21897873
ENSG00000075884,121.87019,0.0,SRX21897873
ENSG00000198821,121.74198,0.0,SRX21897873
ENSG00000081237,120.85662,0.0,SRX21897873
ENSG00000134954,120.85331,0.0,SRX21897873
ENSG00000155849,120.17735,0.0,SRX21897873
ENSG00000127152,119.81471,0.0,SRX21897873
ENSG00000111348,119.76366,0.0,SRX21897873
ENSG00000169442,119.29786,0.0,SRX21897873
ENSG00000136167,119.22289,0.0,SRX21897873
ENSG00000069493,118.7748,0.0,SRX21897873
ENSG00000135842,118.30758,0.0,SRX21897873
ENSG00000115165,117.935,0.0,SRX21897873
ENSG00000134242,117.78651,0.0,SRX21897873
ENSG00000116824,117.66233,0.0,SRX21897873
ENSG00000081320,117.42545,0.0,SRX21897873
ENSG00000113263,117.41014,0.0,SRX21897873
ENSG00000118503,116.98934,0.0,SRX21897873
ENSG00000153283,116.94043,0.0,SRX21897873
ENSG00000168421,116.54689,0.0,SRX21897873
ENSG00000102760,116.08799,0.0,SRX21897873
ENSG00000167286,115.98319,0.0,SRX21897873
ENSG00000102879,115.876144,0.0,SRX21897873
ENSG00000027075,115.79721,0.0,SRX21897873
ENSG00000107099,115.606766,0.0,SRX21897873
ENSG00000168918,115.34943,0.0,SRX21897873
ENSG00000076641,115.21151,0.0,SRX21897873
ENSG00000065413,115.11552,0.0,SRX21897873
ENSG00000134516,114.97971,0.0,SRX21897873
ENSG00000048740,113.83793,0.0,SRX21897873
ENSG00000110848,113.79065,0.0,SRX21897873
ENSG00000130592,113.449974,0.0,SRX21897873
ENSG00000198851,113.27531,0.0,SRX21897873
ENSG00000163297,112.966194,0.0,SRX21897873
ENSG00000151702,112.01762,0.0,SRX21897873
ENSG00000182866,111.99714,0.0,SRX21897873
ENSG00000159216,111.73417,0.0,SRX21897873
ENSG00000065675,111.73344,0.0,SRX21897873
ENSG00000277734,111.525925,0.0,SRX21897873
ENSG00000077420,111.29478,0.0,SRX21897873
ENSG00000170571,111.19358,0.0,SRX21897873
ENSG00000234745,111.00395,0.0,SRX21897873
ENSG00000138378,110.82311,0.0,SRX21897873
ENSG00000101096,110.80533,0.0,SRX21897873
ENSG00000009790,110.77178,0.0,SRX21897873
ENSG00000172572,78.11997,0.0,SRX25289889
ENSG00000146674,74.14062,0.0,SRX25289889
ENSG00000145920,73.821075,0.0,SRX25289889
ENSG00000281903,72.43169,0.0,SRX25289889
ENSG00000125398,70.13844,0.0,SRX25289889
ENSG00000038427,69.8386,0.0,SRX25289889
ENSG00000198732,69.79841,0.0,SRX25289889
ENSG00000205336,69.09062,0.0,SRX25289889
ENSG00000115414,68.95623,0.0,SRX25289889
ENSG00000074590,68.45734,0.0,SRX25289889
ENSG00000187193,66.64004,0.0,SRX25289889
ENSG00000214803,66.47877,0.0,SRX25289889
ENSG00000164136,66.358475,0.0,SRX25289889
ENSG00000111700,65.7075,0.0,SRX25289889
ENSG00000153714,65.67779,0.0,SRX25289889
ENSG00000198517,65.221954,0.0,SRX25289889
ENSG00000142303,64.84907,0.0,SRX25289889
ENSG00000172159,64.32259,0.0,SRX25289889
ENSG00000159403,64.28479,0.0,SRX25289889
ENSG00000147642,63.764755,0.0,SRX25289889
ENSG00000104760,63.579212,0.0,SRX25289889
ENSG00000140538,63.57132,0.0,SRX25289889
ENSG00000112837,62.62529,0.0,SRX25289889
ENSG00000165376,62.508804,0.0,SRX25289889
ENSG00000113916,62.235477,0.0,SRX25289889
ENSG00000198959,62.230854,0.0,SRX25289889
ENSG00000149380,62.12347,0.0,SRX25289889
ENSG00000254166,61.8095,0.0,SRX25289889
ENSG00000109072,60.81853,0.0,SRX25289889
ENSG00000271204,60.76793,0.0,SRX25289889
ENSG00000174705,60.632515,0.0,SRX25289889
ENSG00000120211,60.448406,0.0,SRX25289889
ENSG00000129595,59.85936,0.0,SRX25289889
ENSG00000073756,59.29638,0.0,SRX25289889
ENSG00000138685,59.137867,0.0,SRX25289889
ENSG00000197766,58.649998,0.0,SRX25289889
ENSG00000141738,58.39539,0.0,SRX25289889
ENSG00000171150,58.149982,0.0,SRX25289889
ENSG00000182326,58.11743,0.0,SRX25289889
ENSG00000099822,58.076996,0.0,SRX25289889
ENSG00000153885,57.95168,0.0,SRX25289889
ENSG00000111799,57.83245,0.0,SRX25289889
ENSG00000116711,57.524452,0.0,SRX25289889
ENSG00000275216,57.463615,0.0,SRX25289889
ENSG00000095739,57.00865,0.0,SRX25289889
ENSG00000175155,56.9835,0.0,SRX25289889
ENSG00000170214,56.75583,0.0,SRX25289889
ENSG00000173599,56.569794,0.0,SRX25289889
ENSG00000135373,56.476093,0.0,SRX25289889
ENSG00000176697,56.343864,0.0,SRX25289889
ENSG00000214803,80.620255,0.0,SRX25289882
ENSG00000281903,78.613,0.0,SRX25289882
ENSG00000172572,77.553474,0.0,SRX25289882
ENSG00000146674,76.55123,0.0,SRX25289882
ENSG00000145920,72.38192,0.0,SRX25289882
ENSG00000120211,71.669556,0.0,SRX25289882
ENSG00000205754,70.32356,0.0,SRX25289882
ENSG00000038427,69.40012,0.0,SRX25289882
ENSG00000117983,68.93504,0.0,SRX25289882
ENSG00000164136,68.05889,0.0,SRX25289882
ENSG00000153714,67.007996,0.0,SRX25289882
ENSG00000106541,66.8095,0.0,SRX25289882
ENSG00000176153,66.23603,0.0,SRX25289882
ENSG00000198959,66.12913,0.0,SRX25289882
ENSG00000092621,66.11507,0.0,SRX25289882
ENSG00000197140,65.97091,0.0,SRX25289882
ENSG00000205336,65.78864,0.0,SRX25289882
ENSG00000198732,65.680885,0.0,SRX25289882
ENSG00000124107,65.52252,0.0,SRX25289882
ENSG00000176697,65.25784,0.0,SRX25289882
ENSG00000125398,64.971016,0.0,SRX25289882
ENSG00000111700,64.62723,0.0,SRX25289882
ENSG00000104760,64.35959,0.0,SRX25289882
ENSG00000197766,64.2449,0.0,SRX25289882
ENSG00000187244,64.07881,0.0,SRX25289882
ENSG00000112837,63.936375,0.0,SRX25289882
ENSG00000169242,63.928753,0.0,SRX25289882
ENSG00000254166,63.281387,0.0,SRX25289882
ENSG00000247081,63.06116,0.0,SRX25289882
ENSG00000233493,62.84956,0.0,SRX25289882
ENSG00000215182,62.845573,0.0,SRX25289882
ENSG00000113916,62.65115,0.0,SRX25289882
ENSG00000183010,62.370716,0.0,SRX25289882
ENSG00000111275,62.313972,0.0,SRX25289882
ENSG00000221869,62.261665,0.0,SRX25289882
ENSG00000187134,62.066597,0.0,SRX25289882
ENSG00000275216,61.082108,0.0,SRX25289882
ENSG00000099822,61.057384,0.0,SRX25289882
ENSG00000151632,60.707726,0.0,SRX25289882
ENSG00000109072,59.358105,0.0,SRX25289882
ENSG00000095739,59.221336,0.0,SRX25289882
ENSG00000163735,59.08802,0.0,SRX25289882
ENSG00000198355,58.282722,0.0,SRX25289882
ENSG00000203724,58.17527,0.0,SRX25289882
ENSG00000138166,58.13339,0.0,SRX25289882
ENSG00000142303,58.08693,0.0,SRX25289882
ENSG00000187193,57.998962,0.0,SRX25289882
ENSG00000115414,57.94939,0.0,SRX25289882
ENSG00000148346,57.918568,0.0,SRX25289882
ENSG00000133636,57.9034,0.0,SRX25289882
ENSG00000130513,173.97797,0.0,SRX17150747
ENSG00000124762,172.53249,0.0,SRX17150747
ENSG00000138061,163.72818,0.0,SRX17150747
ENSG00000160211,158.3379,0.0,SRX17150747
ENSG00000141753,157.8776,0.0,SRX17150747
ENSG00000126247,155.57135,0.0,SRX17150747
ENSG00000057019,155.13828,0.0,SRX17150747
ENSG00000023839,153.1127,0.0,SRX17150747
ENSG00000135679,152.6296,0.0,SRX17150747
ENSG00000138119,152.23993,0.0,SRX17150747
ENSG00000120885,150.68697,0.0,SRX17150747
ENSG00000105738,149.04008,0.0,SRX17150747
ENSG00000090013,148.89345,0.0,SRX17150747
ENSG00000268621,148.20058,0.0,SRX17150747
ENSG00000249859,147.32643,0.0,SRX17150747
ENSG00000085662,147.28847,0.0,SRX17150747
ENSG00000167641,147.16751,0.0,SRX17150747
ENSG00000135480,147.06662,0.0,SRX17150747
ENSG00000142227,146.82858,0.0,SRX17150747
ENSG00000108602,146.30365,0.0,SRX17150747
ENSG00000205426,145.92313,0.0,SRX17150747
ENSG00000105974,144.01357,0.0,SRX17150747
ENSG00000227036,143.77396,0.0,SRX17150747
ENSG00000105202,143.60252,0.0,SRX17150747
ENSG00000087088,143.39919,0.0,SRX17150747
ENSG00000005884,143.2071,0.0,SRX17150747
ENSG00000183780,142.82903,0.0,SRX17150747
ENSG00000181019,142.31369,0.0,SRX17150747
ENSG00000167642,142.10123,0.0,SRX17150747
ENSG00000187720,142.08925,0.0,SRX17150747
ENSG00000142657,141.9223,0.0,SRX17150747
ENSG00000128626,141.59627,0.0,SRX17150747
ENSG00000101871,140.41101,0.0,SRX17150747
ENSG00000108561,140.20946,0.0,SRX17150747
ENSG00000186395,140.14091,0.0,SRX17150747
ENSG00000161011,139.63475,0.0,SRX17150747
ENSG00000167644,139.53702,0.0,SRX17150747
ENSG00000159199,139.12831,0.0,SRX17150747
ENSG00000239672,138.48914,0.0,SRX17150747
ENSG00000140859,138.31111,0.0,SRX17150747
ENSG00000105185,138.29465,0.0,SRX17150747
ENSG00000067225,137.95087,0.0,SRX17150747
ENSG00000042753,137.88454,0.0,SRX17150747
ENSG00000185088,137.34772,0.0,SRX17150747
ENSG00000132507,137.32933,0.0,SRX17150747
ENSG00000242372,137.15549,0.0,SRX17150747
ENSG00000116833,136.63403,0.0,SRX17150747
ENSG00000160789,136.58542,0.0,SRX17150747
ENSG00000123416,136.51888,0.0,SRX17150747
ENSG00000134333,136.24931,0.0,SRX17150747
ENSG00000172572,86.53232,0.0,SRX25289890
ENSG00000146674,82.12243,0.0,SRX25289890
ENSG00000145920,81.96893,0.0,SRX25289890
ENSG00000281903,80.362625,0.0,SRX25289890
ENSG00000198732,78.325905,0.0,SRX25289890
ENSG00000038427,77.776505,0.0,SRX25289890
ENSG00000125398,77.48183,0.0,SRX25289890
ENSG00000115414,77.29911,0.0,SRX25289890
ENSG00000205336,76.343544,0.0,SRX25289890
ENSG00000074590,75.70281,0.0,SRX25289890
ENSG00000187193,74.38354,0.0,SRX25289890
ENSG00000111700,73.510414,0.0,SRX25289890
ENSG00000164136,73.19815,0.0,SRX25289890
ENSG00000153714,72.88833,0.0,SRX25289890
ENSG00000214803,71.86785,0.0,SRX25289890
ENSG00000172159,71.4171,0.0,SRX25289890
ENSG00000198517,70.91316,0.0,SRX25289890
ENSG00000112837,70.46901,0.0,SRX25289890
ENSG00000104760,70.270874,0.0,SRX25289890
ENSG00000142303,69.911026,0.0,SRX25289890
ENSG00000147642,69.74272,0.0,SRX25289890
ENSG00000140538,69.25323,0.0,SRX25289890
ENSG00000198959,69.18044,0.0,SRX25289890
ENSG00000149380,68.73726,0.0,SRX25289890
ENSG00000165376,68.375175,0.0,SRX25289890
ENSG00000113916,68.064,0.0,SRX25289890
ENSG00000159403,67.918015,0.0,SRX25289890
ENSG00000254166,67.81626,0.0,SRX25289890
ENSG00000129595,67.33141,0.0,SRX25289890
ENSG00000109072,66.6993,0.0,SRX25289890
ENSG00000275216,66.473145,0.0,SRX25289890
ENSG00000073756,66.11848,0.0,SRX25289890
ENSG00000197766,65.985985,0.0,SRX25289890
ENSG00000271204,65.77844,0.0,SRX25289890
ENSG00000138685,65.76139,0.0,SRX25289890
ENSG00000174705,65.45108,0.0,SRX25289890
ENSG00000120211,65.069725,0.0,SRX25289890
ENSG00000171150,64.56452,0.0,SRX25289890
ENSG00000004799,64.55156,0.0,SRX25289890
ENSG00000182326,64.50777,0.0,SRX25289890
ENSG00000116711,64.45262,0.0,SRX25289890
ENSG00000176153,63.15358,0.0,SRX25289890
ENSG00000141738,63.13848,0.0,SRX25289890
ENSG00000095739,62.943,0.0,SRX25289890
ENSG00000135373,62.83516,0.0,SRX25289890
ENSG00000183098,62.677948,0.0,SRX25289890
ENSG00000173166,62.634975,0.0,SRX25289890
ENSG00000272398,62.582542,0.0,SRX25289890
ENSG00000153885,62.35632,0.0,SRX25289890
ENSG00000170214,62.32019,0.0,SRX25289890
ENSG00000280441,56.082737,0.0,ERX8792190
ENSG00000255823,54.07991,0.0,ERX8792190
ENSG00000167526,52.61657,0.0,ERX8792190
ENSG00000251562,52.578224,0.0,ERX8792190
ENSG00000136156,46.203114,0.0,ERX8792190
ENSG00000168298,44.164345,0.0,ERX8792190
ENSG00000198804,43.862133,0.0,ERX8792190
ENSG00000167658,42.18973,0.0,ERX8792190
ENSG00000269028,38.316452,0.0,ERX8792190
ENSG00000156508,32.095016,1.9474006063365027e-224,ERX8792190
ENSG00000231079,31.882729,1.6802825335617676e-221,ERX8792190
ENSG00000244734,29.321278,1.2945189730811136e-187,ERX8792190
ENSG00000108654,29.055498,2.944084583937112e-184,ERX8792190
ENSG00000070756,26.229332,1.8555049214142968e-150,ERX8792190
ENSG00000133112,24.31053,1.8388002254061383e-129,ERX8792190
ENSG00000206172,24.037613,1.3236102813962371e-126,ERX8792190
ENSG00000188536,23.212543,3.662173747134122e-118,ERX8792190
